"GUIDE_A","GUIDE_B","GUIDE_C","GUIDE_D","RELTRAD","RELPER","IDEO","PARTY","WEIGHT","RELTRADlabels","PARTYlabels"
"Very important",2,3,3,1100,1,3,2,789.504331778876,"Evangelical Protestant","Democrat"
"Very important",1,1,2,1200,2,1,1,19294.8081017929,"Mainline Protestant","Republican"
"Somewhat important",1,1,1,1100,2,3,3,5180.68290105656,"Evangelical Protestant","Independent"
"Extremely important",1,1,2,1300,1,3,2,3662.88359589224,"Historically Black Protestant","Democrat"
"Extremely important",1,1,1,10000,1,1,1,999.946403172565,"Catholic","Republican"
"Not too important",1,1,2,10000,3,2,3,807.367039875818,"Catholic","Independent"
"Not too important",1,4,1,100000,4,4,2,1928.96626531908,"Religiously Unaffiliated","Democrat"
"Not at all important",1,1,1,100000,4,4,4,7513.52518102895,"Religiously Unaffiliated","Something else"
"Extremely important",1,1,2,1100,1,4,3,3217.34252111948,"Evangelical Protestant","Independent"
"Somewhat important",1,2,2,100000,2,3,4,1695.40783129599,"Religiously Unaffiliated","Something else"
"Extremely important",1,2,3,10000,1,2,3,644.630586915966,"Catholic","Independent"
"Not at all important",1,1,1,100000,4,3,4,11098.9630713213,"Religiously Unaffiliated","Something else"
"Very important",1,1,5,1100,3,3,4,4094.68845736348,"Evangelical Protestant","Something else"
"Very important",2,2,2,1200,3,3,3,3098.61638540615,"Mainline Protestant","Independent"
"Very important",2,2,2,1100,1,2,1,2877.81295717835,"Evangelical Protestant","Republican"
"Not at all important",1,1,2,1100,3,4,3,7669.26708191113,"Evangelical Protestant","Independent"
"Extremely important",1,1,5,1100,1,1,1,12005.0911502523,"Evangelical Protestant","Republican"
"Very important",2,1,3,1100,2,3,1,6690.24744843504,"Evangelical Protestant","Republican"
"Not at all important",1,1,1,100000,4,4,4,5283.85705579443,"Religiously Unaffiliated","Something else"
"Not at all important",2,1,1,100000,4,4,2,11133.2747669004,"Religiously Unaffiliated","Democrat"
"Very important",1,2,3,1100,2,3,2,22656.5089115596,"Evangelical Protestant","Democrat"
"Extremely important",1,1,1,1200,2,3,3,3570.64695655629,"Mainline Protestant","Independent"
"Not too important",1,1,3,100000,4,1,1,17896.1673682738,"Religiously Unaffiliated","Republican"
"Not too important",1,2,1,100000,4,4,2,962.192872128181,"Religiously Unaffiliated","Democrat"
"Somewhat important",2,2,2,10000,3,4,4,846.231921634273,"Catholic","Something else"
"Somewhat important",2,2,2,1100,2,2,1,2959.47353151017,"Evangelical Protestant","Republican"
"Extremely important",1,1,1,1100,1,2,1,16184.7339345776,"Evangelical Protestant","Republican"
"Extremely important",2,2,3,1100,1,2,1,20891.136943272,"Evangelical Protestant","Republican"
"Extremely important",2,2,2,20000,1,2,3,8625.60561234008,"Mormon","Independent"
"Very important",1,3,4,1100,3,2,3,5588.28016370948,"Evangelical Protestant","Independent"
"Very important",1,1,2,1100,2,4,2,9881.84588944911,"Evangelical Protestant","Democrat"
"Not at all important",1,1,1,100000,4,4,2,5023.50654464759,"Religiously Unaffiliated","Democrat"
"Extremely important",2,1,2,1100,2,2,1,10652.8582175472,"Evangelical Protestant","Republican"
"Very important",2,3,1,1200,3,3,3,5136.06839497927,"Mainline Protestant","Independent"
"Somewhat important",2,2,2,1100,2,2,3,3780.55461447464,"Evangelical Protestant","Independent"
"Not at all important",1,2,2,100000,4,3,2,10187.0260474038,"Religiously Unaffiliated","Democrat"
"Extremely important",1,1,1,1100,2,2,1,5136.07992930508,"Evangelical Protestant","Republican"
"Somewhat important",1,1,1,80000,2,4,2,3155.34797172641,"Hindu","Democrat"
"Somewhat important",1,1,1,1200,3,4,2,1915.4941787173,"Mainline Protestant","Democrat"
"Somewhat important",2,2,2,10000,3,4,3,2212.53446031943,"Catholic","Independent"
"Extremely important",3,3,4,1100,1,2,1,1477.67193250107,"Evangelical Protestant","Republican"
"Extremely important",1,1,1,10000,2,1,2,5087.63888163783,"Catholic","Democrat"
"Somewhat important",1,1,1,100000,4,4,1,10649.6800595653,"Religiously Unaffiliated","Republican"
"Somewhat important",2,2,5,100000,3,3,2,4036.01455468227,"Religiously Unaffiliated","Democrat"
"Not at all important",1,1,1,30000,3,5,2,1327.35194691829,"Orthodox Christian","Democrat"
"Not too important",2,2,3,100000,4,1,1,4530.00691885144,"Religiously Unaffiliated","Republican"
"Not too important",1,1,2,100000,4,3,3,4363.89913868528,"Religiously Unaffiliated","Independent"
"Extremely important",1,1,1,1200,4,3,2,7263.10115947214,"Mainline Protestant","Democrat"
"Somewhat important",1,2,2,1100,3,3,4,533.662988352516,"Evangelical Protestant","Something else"
"Somewhat important",1,1,1,80000,4,4,2,6921.34537504281,"Hindu","Democrat"
"Extremely important",2,2,2,1100,1,3,3,6393.39683048808,"Evangelical Protestant","Independent"
"Very important",2,2,2,10000,3,3,1,22537.9331973952,"Catholic","Republican"
"Very important",1,1,1,100000,2,3,3,1876.69992612903,"Religiously Unaffiliated","Independent"
"Very important",1,1,2,1200,2,3,2,1782.38057837385,"Mainline Protestant","Democrat"
"Extremely important",1,1,1,1100,2,3,3,4218.88008865559,"Evangelical Protestant","Independent"
"Not at all important",1,1,1,1200,4,3,2,8695.70039344139,"Mainline Protestant","Democrat"
"Not at all important",1,1,1,90002,2,5,4,22298.0039212302,"Other Faiths","Something else"
"Extremely important",1,1,2,10000,1,2,3,4722.8817593874,"Catholic","Independent"
"Very important",1,1,2,1200,1,3,3,6382.21879085818,"Mainline Protestant","Independent"
"Extremely important",2,1,2,1200,2,2,1,2956.41664175156,"Mainline Protestant","Republican"
"Extremely important",1,1,3,1100,1,1,1,5145.56801170601,"Evangelical Protestant","Republican"
"Very important",2,2,2,1100,2,3,2,6789.97424675214,"Evangelical Protestant","Democrat"
"Very important",2,1,3,1100,2,2,1,453.125572997138,"Evangelical Protestant","Republican"
"Somewhat important",2,2,2,10000,2,3,3,3540.46014792243,"Catholic","Independent"
"Somewhat important",1,1,3,100000,3,2,4,1689.00286743221,"Religiously Unaffiliated","Something else"
"Not too important",2,3,1,100000,4,3,3,2047.83999162995,"Religiously Unaffiliated","Independent"
"Not too important",2,2,2,100000,4,4,2,2380.42232895168,"Religiously Unaffiliated","Democrat"
"Not too important",1,2,2,10000,1,2,1,18811.3206231852,"Catholic","Republican"
"Extremely important",1,1,2,100000,2,1,3,11622.8674596619,"Religiously Unaffiliated","Independent"
"Somewhat important",1,1,3,100000,3,3,2,2764.29107345067,"Religiously Unaffiliated","Democrat"
"Somewhat important",2,2,2,1200,3,3,2,1456.58337125741,"Mainline Protestant","Democrat"
"Extremely important",2,1,3,1100,2,3,1,20077.7337522066,"Evangelical Protestant","Republican"
"Somewhat important",2,2,2,100000,2,2,1,12389.7647005486,"Religiously Unaffiliated","Republican"
"Very important",2,3,1,50000,4,3,2,9314.63003896692,"Jewish","Democrat"
"Extremely important",2,2,3,1100,1,2,1,16744.9340046238,"Evangelical Protestant","Republican"
"Not too important",2,1,2,10000,3,3,1,7097.49778543316,"Catholic","Republican"
"Extremely important",1,1,1,1300,2,3,2,5277.79254700028,"Historically Black Protestant","Democrat"
"Not too important",1,1,2,100000,3,4,3,7788.76803029615,"Religiously Unaffiliated","Independent"
"Somewhat important",2,2,2,10000,4,3,2,7702.27373649706,"Catholic","Democrat"
"Extremely important",1,1,1,1300,1,1,2,10627.9904835662,"Historically Black Protestant","Democrat"
"Not at all important",1,1,1,100000,4,3,4,10800.8132430878,"Religiously Unaffiliated","Something else"
"Not at all important",1,1,1,100000,4,4,2,7035.22959294217,"Religiously Unaffiliated","Democrat"
"Somewhat important",2,1,1,10000,3,3,3,440.589458416868,"Catholic","Independent"
"Not at all important",1,1,1,50000,3,4,2,345.095384543217,"Jewish","Democrat"
"Extremely important",1,1,1,1200,1,1,1,11466.7878856927,"Mainline Protestant","Republican"
"Somewhat important",2,2,1,10000,2,4,2,5376.66703717806,"Catholic","Democrat"
"Not at all important",1,3,1,100000,4,4,2,4739.55221693029,"Religiously Unaffiliated","Democrat"
"Not too important",1,1,2,100000,4,3,3,8519.07268341835,"Religiously Unaffiliated","Independent"
"Somewhat important",1,1,3,10000,3,2,2,4010.61172165804,"Catholic","Democrat"
"Somewhat important",1,1,1,100000,3,5,2,2327.24045112324,"Religiously Unaffiliated","Democrat"
"Somewhat important",2,1,2,100000,3,2,1,11553.8533555897,"Religiously Unaffiliated","Republican"
"Not too important",1,1,1,100000,4,4,2,1411.41883653321,"Religiously Unaffiliated","Democrat"
"Extremely important",1,1,1,10000,2,3,2,7350.99439185092,"Catholic","Democrat"
"Not at all important",1,1,3,100000,4,3,1,8968.10255058263,"Religiously Unaffiliated","Republican"
"Not too important",1,1,2,1100,3,2,4,6146.67693894815,"Evangelical Protestant","Something else"
"Somewhat important",1,2,1,100000,4,4,2,15431.152640879,"Religiously Unaffiliated","Democrat"
"Not too important",1,1,2,100000,3,4,3,2702.21682572382,"Religiously Unaffiliated","Independent"
"Somewhat important",1,1,1,100000,3,4,2,3428.87443435178,"Religiously Unaffiliated","Democrat"
"Not too important",1,1,3,1200,3,2,1,3704.12948843604,"Mainline Protestant","Republican"
"Somewhat important",2,1,2,10000,3,3,2,11195.6528539857,"Catholic","Democrat"
"Not too important",2,2,3,100000,4,4,3,1753.45451929158,"Religiously Unaffiliated","Independent"
"Not too important",2,2,3,100000,3,3,2,4716.1495613862,"Religiously Unaffiliated","Democrat"
"Not at all important",2,2,2,100000,4,5,3,3873.19497508894,"Religiously Unaffiliated","Independent"
"Very important",2,2,2,1100,2,1,4,13203.6726481255,"Evangelical Protestant","Something else"
"Very important",1,1,2,10000,1,1,1,1101.77558836124,"Catholic","Republican"
"Very important",2,2,2,1200,2,2,1,7987.00444496323,"Mainline Protestant","Republican"
"Somewhat important",1,2,2,100000,3,4,4,3756.03921193898,"Religiously Unaffiliated","Something else"
"Extremely important",1,1,1,1100,3,4,3,459.151145144818,"Evangelical Protestant","Independent"
"Extremely important",2,1,2,80000,2,4,2,5708.19772335823,"Hindu","Democrat"
"Very important",2,2,3,100000,2,2,3,2534.45313256422,"Religiously Unaffiliated","Independent"
"Very important",1,2,1,10000,3,3,3,7400.4669357383,"Catholic","Independent"
"Extremely important",1,1,2,1100,2,2,2,4685.21083992921,"Evangelical Protestant","Democrat"
"Very important",1,1,1,10000,1,3,2,7887.13879741468,"Catholic","Democrat"
"Somewhat important",1,1,5,1100,2,1,1,6200.71822720864,"Evangelical Protestant","Republican"
"Somewhat important",2,2,1,10000,2,5,2,1367.37638380694,"Catholic","Democrat"
"Extremely important",2,2,3,1100,2,3,3,6598.36977363146,"Evangelical Protestant","Independent"
"Extremely important",1,1,3,1100,1,1,1,3446.00017642898,"Evangelical Protestant","Republican"
"Somewhat important",2,2,4,100000,2,2,3,8147.11968570059,"Religiously Unaffiliated","Independent"
"Not too important",1,1,1,100000,4,5,2,7445.44923177394,"Religiously Unaffiliated","Democrat"
"Not at all important",2,2,1,100000,3,4,2,7860.7182481629,"Religiously Unaffiliated","Democrat"
"Very important",1,1,2,1200,2,2,1,2160.25476007016,"Mainline Protestant","Republican"
"Very important",1,1,2,1200,2,2,1,3956.72590611507,"Mainline Protestant","Republican"
"Not at all important",2,2,3,100000,4,3,2,6278.80985144936,"Religiously Unaffiliated","Democrat"
"Not at all important",1,1,1,100000,4,3,3,2509.23392488873,"Religiously Unaffiliated","Independent"
"Very important",2,1,2,1100,4,3,1,3361.21259832015,"Evangelical Protestant","Republican"
"Extremely important",1,1,1,1100,1,1,1,5986.05625584796,"Evangelical Protestant","Republican"
"Extremely important",1,1,1,1100,1,2,2,9836.32486686542,"Evangelical Protestant","Democrat"
"Very important",2,2,2,10000,2,3,3,2486.34550587658,"Catholic","Independent"
"Somewhat important",1,1,2,10000,3,3,1,6468.62205084794,"Catholic","Republican"
"Somewhat important",1,2,2,100000,4,2,1,25182.118755714,"Religiously Unaffiliated","Republican"
"Somewhat important",2,1,1,100000,3,5,4,5008.37771530151,"Religiously Unaffiliated","Something else"
"Very important",1,2,1,1100,2,4,2,1761.93377718126,"Evangelical Protestant","Democrat"
"Extremely important",1,1,1,1100,2,5,1,2531.82984882445,"Evangelical Protestant","Republican"
"Somewhat important",1,1,2,1200,2,3,4,4842.84144553707,"Mainline Protestant","Something else"
"Not at all important",2,2,2,100000,4,4,3,778.106135852564,"Religiously Unaffiliated","Independent"
"Extremely important",1,2,3,1200,2,1,1,3667.95208641554,"Mainline Protestant","Republican"
"Very important",2,1,2,1200,2,2,1,34437.8139643637,"Mainline Protestant","Republican"
"Extremely important",2,2,2,1100,4,1,3,4371.88347362204,"Evangelical Protestant","Independent"
"Extremely important",3,2,3,1200,2,2,3,1724.7177821803,"Mainline Protestant","Independent"
"Extremely important",1,1,1,1200,2,3,3,8949.37642231472,"Mainline Protestant","Independent"
"Somewhat important",2,1,3,10000,3,2,3,12390.1670544666,"Catholic","Independent"
"Extremely important",2,2,2,40001,1,1,4,56612.759777306,"Jehovah's Witness","Something else"
"Not too important",2,2,1,100000,2,2,2,11967.7871797649,"Religiously Unaffiliated","Democrat"
"Very important",3,3,3,1200,2,3,2,8405.19858776639,"Mainline Protestant","Democrat"
"Very important",1,2,2,1200,2,3,3,853.10872005174,"Mainline Protestant","Independent"
"Extremely important",2,2,5,1100,2,1,1,11446.4708592243,"Evangelical Protestant","Republican"
"Somewhat important",1,1,1,100000,4,4,2,1955.11610929906,"Religiously Unaffiliated","Democrat"
"Somewhat important",1,1,3,10000,3,2,1,5873.2280995791,"Catholic","Republican"
"Very important",1,1,1,50000,2,4,2,4750.64498886999,"Jewish","Democrat"
"Extremely important",1,1,2,1100,1,2,1,4859.79382964071,"Evangelical Protestant","Republican"
"Extremely important",1,2,1,1300,1,3,2,11935.1757177155,"Historically Black Protestant","Democrat"
"Somewhat important",1,1,1,100000,4,5,2,4237.6391408576,"Religiously Unaffiliated","Democrat"
"Not at all important",1,1,1,50000,3,2,1,8805.89652087378,"Jewish","Republican"
"Somewhat important",3,2,2,100000,2,3,3,7166.24329123093,"Religiously Unaffiliated","Independent"
"Extremely important",1,1,5,1100,2,2,1,10217.4072929077,"Evangelical Protestant","Republican"
"Not too important",1,1,1,50000,3,5,2,38770.1250064276,"Jewish","Democrat"
"Very important",1,1,1,1200,1,3,3,719.77025352942,"Mainline Protestant","Independent"
"Extremely important",1,1,1,1100,2,1,1,14238.5435677299,"Evangelical Protestant","Republican"
"Extremely important",1,2,3,100000,3,1,3,14573.965726556,"Religiously Unaffiliated","Independent"
"Somewhat important",2,1,2,10000,3,4,2,4450.17423088092,"Catholic","Democrat"
"Somewhat important",2,1,2,1200,3,4,2,2902.78816684916,"Mainline Protestant","Democrat"
"Somewhat important",1,1,1,10000,1,2,1,10812.9529193031,"Catholic","Republican"
"Somewhat important",1,1,1,100000,4,2,1,12389.4267020027,"Religiously Unaffiliated","Republican"
"Somewhat important",1,2,1,10000,2,2,1,6768.28529404695,"Catholic","Republican"
"Not at all important",2,2,1,100000,4,5,2,1687.12678807215,"Religiously Unaffiliated","Democrat"
"Not too important",1,2,1,100000,4,4,2,718.034158183335,"Religiously Unaffiliated","Democrat"
"Extremely important",1,1,3,1200,2,2,4,3631.65523552644,"Mainline Protestant","Something else"
"Not at all important",1,2,1,100000,4,4,3,3689.97455342472,"Religiously Unaffiliated","Independent"
"Not at all important",1,1,1,100000,4,5,3,19277.5847754666,"Religiously Unaffiliated","Independent"
"Not too important",1,1,2,100000,4,3,3,6105.23647835763,"Religiously Unaffiliated","Independent"
"Very important",1,2,1,100000,4,3,3,4529.38337102186,"Religiously Unaffiliated","Independent"
"Extremely important",1,1,1,1300,1,4,2,6146.33927132365,"Historically Black Protestant","Democrat"
"Extremely important",2,1,2,1100,1,1,1,7939.97648658736,"Evangelical Protestant","Republican"
"Somewhat important",2,1,2,80000,2,3,3,2662.14653528404,"Hindu","Independent"
"Not too important",1,1,2,1200,3,3,3,3697.77126964677,"Mainline Protestant","Independent"
"Very important",2,2,3,1100,2,3,4,6996.71483202682,"Evangelical Protestant","Something else"
"Somewhat important",1,1,1,50000,3,4,2,3391.6452573395,"Jewish","Democrat"
"Not at all important",1,1,1,100000,4,4,2,2062.43279047823,"Religiously Unaffiliated","Democrat"
"Not too important",1,1,1,1200,2,4,2,8600.11501911136,"Mainline Protestant","Democrat"
"Extremely important",1,1,1,100000,4,3,4,4599.36896560014,"Religiously Unaffiliated","Something else"
"Very important",1,1,4,10000,3,3,3,41736.78012588,"Catholic","Independent"
"Very important",2,2,3,1100,3,2,1,5623.94642057317,"Evangelical Protestant","Republican"
"Very important",1,2,2,1100,2,2,1,2871.46857450315,"Evangelical Protestant","Republican"
"Extremely important",1,1,1,10000,1,2,1,7761.87954517119,"Catholic","Republican"
"Very important",2,1,2,1100,1,2,1,11122.9080042557,"Evangelical Protestant","Republican"
"Somewhat important",1,2,1,10000,3,4,2,3281.3041552888,"Catholic","Democrat"
"Somewhat important",2,2,2,10000,2,4,2,3450.0545014777,"Catholic","Democrat"
"Not at all important",1,1,1,100000,3,5,2,22020.0524895414,"Religiously Unaffiliated","Democrat"
"Not at all important",1,1,1,100000,4,4,2,15216.6684368227,"Religiously Unaffiliated","Democrat"
"Somewhat important",1,1,1,10000,2,3,2,6506.75389249402,"Catholic","Democrat"
"Somewhat important",3,2,2,1200,2,3,3,2739.87241789125,"Mainline Protestant","Independent"
"Very important",2,2,3,50000,3,3,1,12790.5001684163,"Jewish","Republican"
